Stores Sale Code,Stores Normalized Activity,Stores Has Theme (Yes / No),Stores Opens At Month Name,Stores Days Open,User Built By Omg (Yes / No),Stores Products Offered Sum,Products Count Products,Products Count Brands,Orders Count Orders,Transactions Net Units
ZMXS7,Basketball,No,October,11,No,7,4,2,15,23
YGYEX,Spirit Wear,Yes,March,6,No,58,23,1,15,41
Y7A6R,Baseball,No,April,24,No,12,11,5,6,30
XV4F7,Softball,No,January,20,No,78,40,10,61,392
XVNPX,Apparel,No,November,26,No,9,7,2,15,21
ZXVK2,Basketball,No,September,59,No,30,12,7,25,74
YBDR9,Booster Club,No,July,27,No,59,38,12,43,120
ZAB4F,Spirit Wear,No,August,20,No,15,12,8,30,73
ZUYJA,Other,No,May,43,No,9,8,2,13,22
ZHERJ,Field Hockey,Yes,September,24,Yes,8,7,4,32,56
YQ9BY,Golf,No,September,7,No,14,4,2,2,0
YFYCR,School,No,January,7,No,93,5,2,3,9
Y496D,School,No,September,19,No,12,11,4,38,73
ZP58R,Basketball,No,November,5,No,10,5,3,2,12
ZFX8J,Gymnastics,No,November,13,No,6,3,3,8,12
ZTDNE,Swimming,No,January,32,No,6,6,2,45,108
XVM5G,Apparel,No,October,16,No,18,2,1,1,2
YT4FU,Hockey,No,October,14,No,14,9,6,13,31
Z3EG2,Baseball,No,December,7,No,45,12,2,12,84
YNAX4,Volleyball,No,October,4,No,16,15,1,2,19
XFXS5,Basketball,Yes,December,19,No,8,1,1,25,36
YGSR8,Baseball,No,May,13,No,3,3,2,11,30
XM69Z,Spirit Wear,No,April,21,Yes,31,8,1,5,14
XRSPB,Field Hockey,No,August,55,No,7,6,5,54,99
XDF6Z,Wrestling,No,September,41,Yes,8,8,5,34,114
YG8XK,Softball,No,April,5,No,6,2,1,1,13
ZXZAZ,Volleyball,No,January,41,No,18,8,4,24,41
XSZSU,Staff,No,August,31,No,15,11,1,14,34
Z52UH,Other,No,September,16,No,7,5,2,173,217
YEA5V,Baseball,No,April,10,No,117,66,3,131,280
XRZJF,Greek,No,September,8,No,3,3,2,166,219
ZDGYH,Spirit Wear,No,July,27,No,32,13,5,5,22
XTBY5,Wrestling,No,November,10,No,18,13,5,19,82
YAD75,Spirit Wear,No,August,45,No,36,31,9,39,119
ZDG65,Baseball,No,September,16,Yes,13,9,1,7,19
ZXGZW,Softball,No,July,31,No,10,9,2,23,163
XFNPR,Water Polo,No,November,12,No,4,4,2,34,44
ZHTK5,Softball,No,June,10,No,74,3,1,2,6
YK5DA,Basketball,No,February,26,No,19,19,7,153,562
ZQKGB,Other,No,January,17,No,6,6,3,36,65
YHPHF,Football,No,September,18,No,1,1,1,21,19
XW7GD,Lacrosse,No,October,21,No,6,5,2,11,21
ZR2AY,Apparel,No,December,25,No,34,12,6,5,16
ZJ79N,Field Day,No,October,22,No,2,2,1,379,538
YVWY2,Soccer,No,February,27,Yes,5,5,2,3,18
Z65WQ,Soccer,Yes,November,16,Yes,14,14,4,25,64
XKU2B,Spirit Wear,No,August,96,No,25,10,5,17,25
YRCW7,Baseball,Yes,February,19,No,26,18,8,24,155
YS7YF,Baseball,No,May,31,No,21,6,6,5,10
XEB28,Football,No,July,29,No,21,7,4,4,8
Z6J2P,Volleyball,No,January,6,No,81,43,7,52,168
XQ6YT,Tennis,Yes,February,23,No,39,15,8,13,37
YKZX2,Other,No,August,8,No,116,50,18,62,202
XN4SA,Football,No,September,1,No,29,3,1,3,6
YSH65,Baseball,Yes,February,17,No,19,11,6,10,22
Y4TTB,Track & Field,No,January,14,No,13,12,2,132,311
XMVPA,Spirit Wear,No,November,17,No,43,12,5,8,18
Z322G,Softball,No,September,10,No,20,13,5,14,54
XEAGR,Football,Yes,January,16,No,9,9,2,15,34
YGPKA,Lacrosse,No,November,80,No,2,2,1,27,52
Z6BC7,Football,No,August,7,No,14,9,6,8,25
YHHUN,Soccer,No,January,9,No,7,6,3,28,72
XYJJR,Football,No,April,24,No,25,16,8,17,54
YAW9H,Track & Field,No,April,141,No,10,9,2,17,27
XM6KZ,Other,Yes,February,16,No,13,11,2,27,74
YYXJK,Race,No,September,4,No,1,1,1,6,9
YXVTJ,Baseball,No,May,15,No,51,7,3,2,12
Z4C4X,Wrestling,Yes,October,15,No,12,11,1,8,29
XGBRM,Basketball,No,September,35,No,21,16,4,10,42
Z4QP3,Greek,No,October,18,No,1,1,1,37,47
YDANE,Dance,No,May,11,No,6,6,3,75,159
YW5HB,Soccer,No,March,8,No,26,5,1,4,12
YMNXH,Swimming,No,January,6,No,8,8,4,18,42
ZXW6J,Baseball,No,February,11,Yes,20,12,4,9,36
Y7REZ,Basketball,No,October,17,No,11,6,2,27,87
YZNK9,Basketball,No,November,10,No,12,7,1,17,45
ZRU29,Softball,No,April,9,No,11,6,2,11,43
Z8AAN,Soccer,No,October,33,Yes,13,13,3,42,280
Z48SJ,Other,No,January,9,No,2,2,1,141,249
Y3T6U,Other,No,October,15,No,4,3,2,35,111
ZKJPD,Basketball,No,June,16,No,5,4,1,9,14
ZVJMY,Football,No,June,32,Yes,46,3,1,2,3
YVRM4,Softball,No,May,8,No,9,9,7,13,54
Y3PVH,Spirit Wear,No,January,56,No,25,4,4,5,7
ZYN69,Spirit Wear,Yes,September,21,Yes,13,4,1,15,23
YRCFP,Soccer,No,July,19,Yes,7,5,1,10,13
XH5AD,Baseball,No,September,1,Yes,24,13,1,13,116
ZUJGA,Baseball,No,February,15,No,20,17,1,20,105
Y7F38,Football,No,July,168,No,4,3,2,19,19
YHTTS,Other,No,July,8,Yes,25,23,4,47,160
YW8WD,Basketball,No,October,17,No,9,4,1,7,14
ZNWCK,Other,No,August,31,No,1,1,1,33,42
ZKH86,Cheer,No,August,31,No,18,5,3,6,13
ZHXQ3,Medical,No,July,22,Yes,24,12,4,7,29
XU4M4,Spirit Wear,No,October,22,No,27,22,6,45,91
XV745,Hockey,No,February,17,No,8,3,2,4,5
ZHKY7,Soccer,No,September,12,No,11,4,1,4,10
ZYFPT,Other,No,September,89,No,8,7,5,10,28
YQP85,Other,No,November,5,No,8,2,1,17,37
XUB4N,School,No,August,54,No,10,9,2,8,30
XS7FX,Softball,No,February,20,Yes,11,11,6,27,128
Y29RM,Booster Club,No,October,35,No,20,12,5,14,38
YWA7N,Rowing,No,October,18,No,1,1,1,6,6
ZZXTZ,Tennis,No,February,25,No,6,6,2,22,66
ZTFUU,Gymnastics,Yes,January,20,No,6,6,5,11,32
XFQFN,Corporate,No,April,31,No,13,10,3,33,58
YT34M,Spirit Wear,No,November,22,No,17,11,4,16,31
XNYHM,Volleyball,No,September,16,No,1,1,1,9,31
YRTKN,Wrestling,No,December,6,No,90,20,8,23,66
YTMYC,Wrestling,No,February,3,No,4,4,1,33,106
ZPWU8,Basketball,No,August,19,No,16,12,5,62,258
Z9ADH,Softball,No,May,22,No,12,12,5,23,102
ZAK7P,Football,No,April,44,No,13,12,1,22,63
XRHWS,School,No,April,63,No,1,1,1,48,49
XGM4V,Tennis,No,August,9,Yes,5,5,2,20,37
YQ6XY,Other,No,October,124,No,19,11,5,13,29
ZXRYN,Hockey,No,January,31,No,43,2,1,1,4
XGHNW,Football,No,July,24,No,21,18,8,32,93
XUA69,Ultimate Frisbee,No,April,34,No,1,1,1,11,13
Z4544,Track & Field,No,April,7,No,5,1,1,1,0
XNEXK,Volleyball,No,June,59,No,13,10,3,26,87
Z3D73,Other,No,August,32,No,3,3,1,21,29
ZC8PF,Volleyball,No,August,125,No,4,2,2,6,10
ZRPJS,Basketball,No,October,12,No,3,2,2,13,15
ZSZYK,Softball,Yes,January,23,No,12,7,1,4,12
YNU47,Band Music & Choir,No,August,20,No,7,7,4,17,20
Y9H5H,Other,No,February,25,No,49,14,6,9,37
YWPK2,Softball,No,April,7,No,1,1,1,31,54
YAA2R,Football,Yes,August,18,No,38,25,2,33,132
YQDCX,Volleyball,No,August,6,No,16,16,1,42,337
YPHSE,Baseball,No,April,20,No,9,4,3,18,33
Y2SXM,Football,No,August,16,No,5,3,1,8,16
ZBHBX,Other,No,May,22,No,12,10,3,20,132
Y9V4H,Baseball,No,November,33,No,9,9,1,30,130
XWQYW,Apparel,No,December,5,No,7,5,3,7,16
Z5FC8,Faith,Yes,January,27,No,13,13,3,105,293
YH4XA,School,No,January,6,No,2,2,1,11,12
Z8HZC,Football,No,May,78,No,10,10,2,32,122
ZATW9,Baseball,No,October,38,No,29,21,10,20,91
XJ6UK,Spirit Wear,No,January,21,No,5,5,1,29,81
YNBRD,Other,No,January,7,No,2,2,2,12,14
ZBNEW,Other,No,April,3,No,3,3,1,14,50
YRMEF,Wrestling,Yes,March,4,No,1,0,0,93,235
ZR4A7,Cheer,No,April,30,No,16,15,9,26,183
ZWAUC,Baseball,No,February,31,No,10,10,3,31,88
ZE2BY,School,Yes,January,35,No,9,6,5,7,15
XMX7M,Baseball,No,December,17,No,1,1,1,21,31
YK44E,School,No,August,24,No,19,12,4,19,39
ZMQWJ,Apparel,No,August,39,No,58,12,6,30,59
YV23C,Other,No,October,17,No,3,2,1,72,127
YWSG7,Football,Yes,May,11,No,4,2,2,1,0
YRZMC,Lacrosse,No,February,7,No,9,6,4,12,24
ZV89N,Other,No,September,14,No,17,15,4,23,66
XEYV7,Fundraiser,No,July,28,No,1,1,1,31,77
ZHXTJ,Football,No,August,17,No,19,16,7,7,36
YRUC7,Apparel,No,June,16,No,20,11,3,15,39
Y24TN,Tennis,No,March,8,No,47,20,7,11,41
XKNY7,Band Music & Choir,No,November,9,No,3,2,2,4,5
XEQX9,Baseball,Yes,January,65,No,19,12,5,15,52
XWJ4S,Other,Yes,November,12,No,10,6,2,4,16
YG7SF,Baseball,No,September,22,Yes,10,7,4,4,10
XUUYC,Swimming,No,October,11,No,12,5,2,7,12
YUWVY,Other,No,August,27,No,24,12,4,6,3
XEAVQ,Football,No,April,22,No,7,5,1,4,6
Z6H9Q,Staff,No,September,15,Yes,13,8,3,13,18
YEG3N,School,No,October,15,No,4,4,1,24,51
XVDMQ,Other,No,October,27,No,38,27,5,54,121
ZSA9U,Softball,Yes,February,16,No,20,13,4,14,43
ZANHY,Softball,No,January,15,No,26,20,11,13,49
ZVFW6,School,Yes,January,18,No,31,4,2,4,5
YXD4M,Lacrosse,No,September,19,No,11,4,3,4,8
XQDQ6,Baseball,No,October,28,No,102,40,4,27,217
ZMB9W,Football,No,October,12,No,4,4,1,59,213
YAH5T,Spirit Wear,No,October,33,No,43,16,5,15,27
Z7PF9,Soccer,No,July,38,No,4,4,2,12,16
YU8WX,Baseball,No,March,12,Yes,5,5,1,24,61
Z56YN,Football,No,September,5,No,10,6,5,5,20
Z74ZR,Staff,No,September,18,No,23,18,5,16,31
Z8BDA,Spirit Wear,No,November,38,No,13,7,5,3,11
XEUNE,Baseball,No,February,30,No,19,6,2,11,37
ZFC64,Softball,No,January,19,No,8,8,1,43,106
Y3XF2,Other,No,August,15,No,20,15,4,20,37
XYT9B,Other,No,September,10,No,4,4,2,11,26
YFRB4,Cross Country,No,July,24,No,14,14,4,28,70
XXR7D,Baseball,No,September,11,No,8,7,3,14,36
XSYPF,Apparel,No,October,108,No,4,4,1,64,65
XVWXR,Volleyball,No,April,17,No,2,2,2,27,46
ZMKJE,Baseball,No,April,14,No,37,12,3,4,15
YV9E2,Golf,No,February,6,No,5,4,2,15,37
XFZYB,Other,No,June,22,No,9,9,4,32,52
YFDZN,Spirit Wear,No,October,19,No,5,4,2,35,52
YCBGZ,Football,No,June,4,No,23,2,2,1,5
Y7YR7,Baseball,No,April,20,No,33,23,6,26,100
XM3BT,Other,No,December,17,Yes,6,6,1,19,48
YF8A2,Softball,Yes,January,15,Yes,17,15,1,22,78
ZZ9FY,Other,No,October,13,No,21,5,3,8,22
XTFR7,Booster Club,No,November,12,No,14,11,5,16,31
ZMBCG,Basketball,No,November,25,No,13,10,2,16,27
XQYDZ,Volleyball,Yes,May,28,No,27,23,1,39,251
ZDB6D,Soccer,No,January,10,No,19,15,1,30,87
ZHCE8,Soccer,No,September,43,No,52,28,9,48,143
XEYB7,Water Polo,No,August,6,No,13,13,8,25,100
YUB8D,Hockey,No,August,52,No,37,18,6,19,62
ZGMXQ,Hockey,No,October,22,Yes,16,11,5,18,57
Z3Q5V,Greek,No,September,4,No,1,1,1,39,48
XHZCS,Lacrosse,No,June,6,No,11,8,4,8,28
ZGCJY,Gymnastics,No,November,20,No,5,5,4,5,16
ZBHMJ,Track & Field,No,May,7,No,7,7,1,14,42
YDN5P,PE,No,August,15,No,8,6,1,8,19
Y625T,Basketball,No,February,5,No,13,1,1,1,1
ZZVU9,Track & Field,No,March,12,No,10,9,6,27,74
XEEEM,Basketball,No,September,70,No,32,26,8,48,130
XPZYA,Hockey,No,October,4,No,5,5,4,17,56
XXQ5X,Volleyball,No,January,15,No,27,17,1,23,67
ZSE6R,Apparel,No,October,31,No,24,13,5,34,80
YBZPZ,Fundraiser,No,September,15,No,9,8,3,75,175
ZK9VV,Football,No,August,9,Yes,21,10,1,14,56
ZF68H,Other,No,July,8,No,31,18,2,23,98
XMUUF,Basketball,No,September,10,Yes,11,10,1,38,88
ZKRNB,Holiday,No,November,24,No,20,13,5,11,22
YEPJG,Volleyball,Yes,August,11,Yes,20,18,5,58,205
YPNQR,Dance,No,April,41,No,30,12,8,13,35
Y528V,Other,No,November,32,No,16,8,7,24,58
ZZ2TX,Cheer,No,August,35,No,12,7,3,28,80
XXFX7,Band Music & Choir,No,November,20,No,15,12,9,56,122
YUR5R,Softball,No,May,87,No,32,17,7,27,111
Y33T7,Baseball,No,October,14,No,65,42,14,65,757
ZAZZJ,Track & Field,No,February,8,No,15,14,4,43,141
YNKQK,Tennis,No,August,7,Yes,6,6,4,26,68
Z2HSC,Greek,No,April,6,No,1,1,1,28,50
XUVCQ,Swimming,No,October,10,No,31,13,1,24,59
ZATDS,School,No,September,74,No,12,7,3,21,29
ZB3FQ,Baseball,No,May,11,No,33,32,11,56,190
YSBV5,Basketball,No,October,10,No,10,9,7,11,20
XZB7B,School,No,April,24,No,14,6,2,10,21
XZU3A,Apparel,No,January,32,Yes,13,9,4,12,30
YC5PU,Baseball,No,June,9,No,42,24,6,27,59
ZQXPX,Athletic Training,No,May,115,No,19,6,3,2,8
YMHYE,Other,No,November,13,No,19,12,1,9,23
Y9BBK,Band Music & Choir,No,August,35,No,28,23,14,29,79
XE6SN,Baseball,No,January,58,No,19,13,4,26,88
YAX3X,Baseball,Yes,March,7,No,17,16,6,15,36
ZWU74,Rugby,No,May,7,No,10,7,2,24,81
ZYBFB,Basketball,No,November,7,No,15,6,1,3,7
ZVNK5,Other,Yes,February,11,No,29,7,2,44,52
ZHXWU,Baseball,No,October,16,No,52,31,3,44,155
YPQ98,Volleyball,No,September,12,No,23,18,6,37,81
XKWSR,Baseball,Yes,February,14,No,61,24,7,6,37
ZHJWP,Track & Field,No,February,18,No,17,15,4,27,74
YC9N2,Field Hockey,No,August,9,No,43,16,7,26,49
ZHBFV,Track & Field,Yes,December,48,No,50,20,6,40,96
YCEJB,Other,No,January,33,No,11,8,3,20,50
YKKDZ,Softball,No,April,10,No,21,12,3,18,61
ZXPJ2,Dance,No,May,43,No,9,8,4,19,110
XGZJQ,Softball,No,July,68,No,23,16,8,24,213
YPSGX,Football,No,April,21,No,20,20,5,60,389
ZF8BK,Spirit Wear,No,April,11,No,2,2,1,5,11
ZNTPG,Baseball,No,May,1,No,6,6,2,107,298
XVRBG,Apparel,No,November,5,No,2,2,2,4,5
ZBDNU,Band Music & Choir,No,November,58,No,10,4,3,17,56
ZPKHA,Staff,No,February,21,No,15,4,2,4,5
YXT2K,Fundraiser,No,November,74,No,3,3,1,10,17
YEBGY,Other,No,August,16,No,13,5,2,4,7
ZTYWQ,Greek,No,October,12,No,1,1,1,17,32
YE2VA,Other,No,February,27,No,8,6,3,5,15
ZPQBB,Wrestling,No,October,30,No,9,8,7,14,66
ZAQST,Volleyball,No,August,26,No,13,9,1,10,25
YJHV8,Lacrosse,Yes,July,46,No,18,16,9,19,47
YFNDX,Volleyball,No,August,9,No,17,9,1,15,43
XDK36,Cheer,No,October,1,No,11,10,7,31,96
Z2SX7,Baseball,Yes,January,31,No,123,15,10,10,69
XHUFW,Basketball,Yes,October,79,No,8,5,1,40,79
ZZ3G5,Dance,No,January,20,No,4,4,1,9,15
Y9UUD,Soccer,No,March,2,No,10,4,1,3,5
XT58M,Wrestling,No,November,10,No,10,8,2,4,14
YY96Y,Cross Country,No,August,11,No,17,5,1,16,35
XDFVK,Baseball,Yes,November,29,Yes,37,18,2,14,172
ZTJB2,Football,No,May,31,No,11,11,1,19,71
Y99AP,Other,No,December,8,No,6,6,2,48,78
YHRT5,Basketball,No,November,1,No,6,5,2,1,0
Y7M8Y,Corporate,No,April,14,No,42,2,2,3,2
Y37VR,Other,No,January,35,No,29,21,5,51,175
Y4QEZ,Baseball,No,December,6,No,31,14,8,41,143
YCAHY,Soccer,Yes,September,7,No,16,8,2,4,26
Y6G43,Other,No,January,21,No,34,15,5,21,37
YY4MV,Basketball,No,February,3,No,9,4,1,147,380
Z2SG7,Water Polo,No,June,25,No,3,1,1,1,1
Y6RB2,Hockey,No,October,45,No,36,24,9,41,144
YT7ZZ,Spirit Wear,No,September,21,No,10,9,2,20,25
Y6VC6,Baseball,No,February,16,No,66,25,9,16,52
XUR55,Apparel,No,January,7,No,33,13,8,17,49
XZC3R,Other,No,May,17,No,18,12,4,22,38
ZTS5B,Spirit Wear,No,October,8,No,25,16,2,265,473
YPQE7,Other,No,November,20,No,27,2,2,2,2
ZVTG3,Softball,No,June,10,No,9,9,5,32,95
XGYYG,Soccer,No,September,8,No,19,12,5,13,60
ZKDTY,Football,No,January,15,Yes,13,7,1,6,18
XFP8F,Tennis,No,August,10,No,13,11,4,31,127
XP9C7,Softball,No,May,115,No,83,2,2,2,2
Y65TF,Softball,No,February,21,No,14,12,6,20,74
ZJ4X3,Lacrosse,No,January,26,No,32,25,10,27,97
YREZK,Basketball,No,January,15,No,5,4,1,7,11
YB2Z9,School,No,September,19,No,48,20,9,48,107
XSQ93,Cross Country,No,August,1,No,6,4,1,5,12
Z5CRP,Spirit Wear,No,November,28,No,23,2,2,2,2
ZTZ9N,Baseball,No,February,18,No,37,18,8,16,83
XEJF7,Swimming,No,September,35,No,2,2,1,4,0
XKXND,Softball,No,January,14,No,38,31,12,44,167
ZUJ66,Basketball,No,November,17,No,17,11,1,29,56
YGFJM,School,No,April,9,No,4,4,2,22,25
XQDSN,Softball,No,February,15,No,30,16,6,14,45
Y4UWB,Baseball,No,January,6,No,26,24,7,36,131
YCV7V,Softball,Yes,February,5,No,53,12,8,15,55
YYVSH,School,No,April,35,No,7,5,1,16,22
YY6Y7,Baseball,No,February,20,No,27,8,2,7,12
Z8DHE,Football,No,July,13,No,6,4,1,3,5
Z59EZ,Track & Field,Yes,February,17,No,33,24,5,44,116
XQ7TQ,Other,No,March,11,No,5,5,5,25,54
YPN2V,Football,No,September,22,No,20,15,2,23,48
XZBVV,Football,No,July,14,No,16,12,7,23,78
YBCTZ,Other,No,August,19,No,12,3,3,4,9
YD2QB,Lacrosse,No,October,13,No,34,21,13,69,271
YZ9KA,Swimming,No,June,33,No,42,23,4,14,44
ZCT9Y,Basketball,No,December,7,No,16,8,4,18,46
XQAB4,Baseball,No,June,1,No,83,34,9,44,176
YURE4,Basketball,No,November,12,No,7,4,3,14,22
YZMPG,Wrestling,No,December,9,No,67,12,5,8,25
YSBUQ,Athletics,No,November,21,No,2,2,2,11,12
YG9QE,Baseball,No,March,8,No,26,24,9,67,180
Z9WUR,Cheer,No,May,9,No,7,7,4,41,232
ZTERJ,Other,No,November,35,No,19,13,6,44,91
YHBVG,Lacrosse,No,May,5,No,3,3,1,9,21
YYW2M,Cross Country,No,October,3,No,3,2,1,9,15
YBCCY,Baseball,Yes,January,12,No,21,18,4,48,205
XJNFM,Spirit Wear,No,February,13,No,4,3,1,4,4
XESAC,Football,No,July,27,Yes,18,12,4,22,63
YSGH2,Volleyball,No,August,14,No,16,16,4,20,131
ZH2P3,Dance,No,October,27,No,39,22,6,62,125
XFD5A,Volleyball,No,November,14,No,39,6,1,2,7
XSTJ8,Basketball,No,January,8,No,20,4,2,4,0
Z456J,Spirit Wear,No,August,29,No,8,8,2,35,69
Y49S7,School,No,August,28,No,11,11,5,57,116
ZDQCB,Track & Field,No,February,12,No,14,9,6,18,49
YD3PU,Band Music & Choir,No,August,3,No,1,1,1,2,3
ZAC5J,Football,No,July,11,No,2,2,1,67,192
ZEUBT,Softball,No,November,0,No,142,5,1,1,7
Z7AF2,Band Music & Choir,No,September,27,No,11,9,5,24,57
ZBUCU,Athletics,No,May,13,No,36,4,2,2,1
ZNGMC,Softball,Yes,January,49,No,25,16,9,10,48
Z9HEB,Other,No,August,49,No,46,8,4,12,17
ZCC6T,Volleyball,No,July,21,No,14,14,1,26,148
Y2Y6T,Baseball,No,February,15,No,6,6,2,6,22
ZFTCR,Softball,No,April,18,No,9,6,2,3,14
YPCHF,Apparel,No,January,55,No,6,4,2,11,18
Z2H3B,Softball,No,February,10,No,16,6,3,7,17
XM88D,Hockey,No,December,13,No,5,5,4,10,13
YQCU8,Apparel,No,August,144,No,29,15,7,99,225
YKMN4,Golf,No,December,11,Yes,12,5,2,12,34
YGY3V,Softball,No,May,77,Yes,6,6,3,13,49
ZFJAM,Other,No,October,15,No,13,7,4,14,40
YT7AH,Spirit Wear,No,January,15,No,26,1,1,1,1
XM82F,Wrestling,No,November,11,No,33,15,5,19,53
ZA46Y,Soccer,Yes,August,16,Yes,13,9,1,13,22
ZDREW,Tennis,No,August,11,No,16,2,2,13,30
YT33T,PE,No,September,9,No,26,13,2,5,31
YEUB9,Other,Yes,October,26,Yes,13,11,2,10,28
YPZXG,Golf,No,June,17,No,2,2,1,5,9
ZV8HB,Baseball,No,February,21,No,28,7,5,14,44
Y3VMS,Basketball,No,July,38,No,13,10,5,10,31
Y9RMJ,Medical,Yes,February,17,No,13,4,3,8,17
ZHZUD,Hockey,No,September,78,No,24,14,3,30,69
YD4DE,Cross Country,No,August,13,No,23,7,4,8,12
YZH9P,Tennis,No,March,6,No,6,6,3,16,59
Z385K,Apparel,No,April,15,No,9,5,2,4,21
Z5NUE,Lacrosse,No,June,7,No,11,11,1,57,191
YGU87,PE,No,August,13,No,10,10,2,20,178
XDT69,Wrestling,No,November,8,No,11,6,1,7,13
ZHDM3,Football,No,April,23,No,8,8,2,17,41
ZW7WS,Track & Field,No,February,13,No,2,2,1,20,33
YGP4A,Softball,No,January,9,No,8,8,1,13,45
ZUTPR,Lacrosse,No,December,13,No,10,7,1,31,86
Y9ZC8,Apparel,No,September,14,No,7,7,3,89,322
YW2X8,Apparel,No,May,48,No,8,6,2,26,50
ZHBF9,Basketball,Yes,September,12,No,31,13,3,15,81
ZK5HP,Apparel,No,August,53,Yes,9,8,5,51,100
ZUNW4,Tennis,No,August,13,No,15,11,4,11,44
ZKPXS,Spirit Wear,No,October,26,No,30,16,2,21,37
ZZ9TJ,Wrestling,No,November,21,No,42,26,5,15,60
YSASD,Medical,No,September,14,No,10,8,3,16,32
YKMCC,Basketball,No,November,12,No,22,19,1,29,65
YJTXH,Apparel,Yes,March,14,Yes,33,16,8,13,40
ZXB5F,Band Music & Choir,Yes,June,5,Yes,7,1,1,1,0
YV4KN,Lacrosse,No,September,12,No,55,42,10,123,475
ZAJBC,Water Polo,No,August,17,No,2,2,1,14,16
ZY583,Basketball,No,December,1,No,8,7,3,4,11
Y5WCT,Baseball,No,September,9,No,139,20,3,7,28
ZD7CR,Cheer,No,November,2,No,14,5,1,13,16
ZS54S,Baseball,No,December,31,No,81,2,1,2,2
ZUHG9,Other,No,August,21,No,1,1,1,21,22
ZXTKQ,Apparel,No,June,14,No,14,6,5,4,11
YQ5AG,Apparel,No,October,16,No,8,2,2,10,12
YQMPM,Swimming,No,October,8,No,40,31,10,46,200
YBC92,Wrestling,No,October,21,No,17,16,6,32,113
ZQCMZ,Soccer,No,October,31,No,55,15,13,10,25
XYNQ4,Football,No,May,69,No,31,26,8,38,134
Z4JBN,Cheer,No,December,26,No,2,2,1,29,57
ZN42B,Spirit Wear,No,September,45,No,10,10,2,57,85
Y2AVV,Apparel,No,November,50,No,3,2,2,8,8
YUGAG,Wrestling,No,January,15,No,13,9,2,11,41
YGXWH,Cross Country,Yes,June,31,Yes,6,6,2,14,32
Y2A27,Golf,No,February,20,No,18,17,1,22,72
XD3UT,Baseball,No,December,14,No,7,5,1,7,14
ZRW4G,Soccer,No,July,12,No,28,13,4,10,35
Y8PJ6,Baseball,No,February,7,Yes,11,6,2,12,52
Y88XC,Track & Field,No,February,16,No,6,6,2,21,36
Y3FY4,Softball,No,August,87,No,17,13,5,25,96
YB93M,Lacrosse,No,October,83,No,25,18,5,39,157
ZXCEW,Medical,No,April,183,No,57,17,11,18,34
Z7XTY,Wrestling,No,November,14,No,12,6,1,8,36
ZH6BZ,Spirit Wear,No,April,47,No,21,11,3,8,18
XUSW7,Swimming,No,April,19,No,9,7,2,15,40
ZYNJD,Other,No,April,20,No,8,5,1,8,27
ZNYXR,Other,No,November,106,No,8,8,6,10,56
ZYWVD,Other,No,January,13,No,2,2,1,64,74
YU3P6,Other,No,October,26,No,4,4,1,24,52
ZVT66,Corporate,No,September,14,No,11,2,2,1,5
ZU97A,Tennis,No,July,45,No,16,6,1,7,12
YJ9M2,Softball,Yes,August,19,No,42,6,2,5,23
Z92JD,School,No,May,14,No,2,2,1,28,39
Z856M,Softball,No,August,9,No,5,3,2,6,19
YSMTR,Apparel,No,October,15,No,4,4,1,28,70
Y8FSJ,Other,No,February,20,No,18,13,5,9,24
Y5ZMF,School,No,October,22,No,18,8,3,6,14
ZUP89,Cheer,No,September,23,No,33,23,8,18,50
XV2H5,Baseball,No,January,23,No,32,5,3,1,9
XW4GC,Lacrosse,No,December,6,No,26,13,4,23,54
ZUTEQ,Softball,No,January,15,No,39,18,4,8,34
ZTB4Q,Volleyball,No,December,7,No,24,12,6,34,74
ZPR47,Wrestling,No,August,64,No,47,28,7,30,105
YJEQN,Track & Field,No,February,20,No,6,6,2,41,55
ZD3ZW,Track & Field,No,January,19,No,21,14,3,11,29
YHNM9,Football,No,April,34,Yes,18,13,2,29,114
XUURF,Volleyball,No,October,27,No,29,12,8,38,74
XH49M,Volleyball,No,October,5,No,9,8,2,28,94
YYC7X,Basketball,No,November,21,No,30,4,4,4,6
XRFX5,Baseball,No,April,9,Yes,26,24,7,47,123
YAF2H,Apparel,Yes,January,18,No,26,1,1,2,5
XRWDF,Swimming,No,August,13,No,1,1,1,5,5
ZMEHU,Hockey,Yes,November,18,Yes,17,13,8,12,33
YV69Q,Other,No,August,18,No,15,4,3,4,10
ZF64A,Spirit Wear,No,August,30,No,25,19,6,37,140
Y4UY8,Football,No,July,15,Yes,12,8,2,6,24
YGN8W,Wrestling,No,November,10,No,31,14,6,9,31
YJYR9,Spirit Wear,No,January,34,No,23,20,9,103,285
ZYPUD,Athletics,No,December,11,Yes,28,13,1,18,28
XEZCH,Lacrosse,No,October,31,No,31,24,13,21,72
ZXRJD,Other,No,November,11,No,16,7,4,5,12
ZCGMQ,Lacrosse,No,January,17,No,16,11,4,10,43
ZAXJA,Apparel,No,January,26,Yes,28,24,10,144,2173
Z8Z6Q,Soccer,No,August,20,No,28,14,4,22,53
XJ2RY,Greek,No,September,5,No,1,1,1,24,41
XZRSE,Football,No,November,3,No,10,7,2,30,61
ZENAY,Golf,No,August,20,No,15,10,3,9,15
ZEE7T,Spirit Wear,No,August,16,Yes,9,9,6,234,627
Y3ZC6,Basketball,No,November,24,No,12,5,4,18,40
XRM3Y,Basketball,No,October,26,No,12,10,7,15,35
